"350450 AVARE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;7;4;1;2;7;5;31
"350510 BARBOSA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"350530 BARRA BONITA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;3
"350550 BARRETOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;35;10;7;8;30;15;3;111
"350570 BARUERI";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;163;149;49;48;92;138;24;666
"350580 BASTOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"350590 BATATAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"350600 BAURU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;104;90;49;25;138;216;25;650
"350610 BEBEDOURO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;13;22;8;5;18;13;3;83
"350630 BERNARDINO DE CAMPOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"350635 BERTIOGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;3;-;7
"350650 BIRIGUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;5;8;1;18
"350670 BOA ESPERANCA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"350700 BOITUVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;4;-;6
"350750 BOTUCATU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;35;18;12;31;38;16;172
"350760 BRAGANCA PAULISTA";1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;22;20;9;7;29;36;8;134
"350810 BURITAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;1;2;-;7
"350850 CACAPAVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;1;2;1;8
"350900 CAIEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;6;-;-;-;3;3;22
"350920 CAJAMAR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;4
"350940 CAJURU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2
"350950 CAMPINAS";-;-;-;-;-;-;-;1;-;-;-;-;-;-;7;272;247;126;153;263;388;93;1550
"350960 CAMPO LIMPO PAULISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;4
"350970 CAMPOS DO JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;1;1;1;-;7
"351000 CANDIDO MOTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;3
"351020 CAPAO BONITO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;3
"351040 CAPIVARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;3;5;4;1;18
"351050 CARAGUATATUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;1;3;1;-;11
"351060 CARAPICUIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;21;15;6;12;9;6;84
"351110 CATANDUVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;46;46;23;18;36;42;11;223
"351140 CERQUEIRA CESAR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351150 CERQUILHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2
"351160 CESARIO LANGE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"351170 CHARQUEADA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351190 CLEMENTINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"351200 COLINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351280 COSMOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;3
"351300 COTIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;33;28;9;12;17;13;5;118
"351340 CRUZEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;4;1;7
"351350 CUBATAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;7;8;2;6;2;-;39
"351380 DIADEMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;31;7;1;27;40;4;140
"351410 DOIS CORREGOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;4
"351440 DRACENA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3;4;-;-;9
"351450 DUARTINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"351500 EMBU DAS ARTES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;22;6;8;4;6;3;71
"351518 ESPIRITO SANTO DO PINHAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;6;1;3;5;4;1;23
"351520 ESTRELA D'OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351550 FERNANDOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;19;4;5;6;14;3;59
"351570 FERRAZ DE VASCONCELOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;2;1;4;5;6;5;30
"351620 FRANCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;27;11;5;15;16;2;116
"351630 FRANCISCO MORATO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;10;4;2;7;6;4;39
"351640 FRANCO DA ROCHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;16;3;2;4;4;3;55
"351670 GARCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;3;1;1;9
"351740 GUAIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"351760 GUAPIARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;3
"351820 GUARARAPES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;4
"351830 GUARAREMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;3
"351840 GUARATINGUETA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;8;5;-;16
"351850 GUAREI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2
"351860 GUARIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;3
"351870 GUARUJA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;51;64;24;20;18;15;5;199
"351880 GUARULHOS";-;-;-;-;-;-;-;-;-;1;-;-;-;-;8;196;214;64;46;153;211;42;935
"351907 HORTOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;11;2;4;6;8;4;37
"351930 IBATE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"351940 IBIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"351960 IBITINGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;3
"351970 IBIUNA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;3;-;-;7
"352010 IGARAPAVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"352040 ILHABELA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;13;8;2;2;2;3;34
"352044 ILHA SOLTEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;2;1;-;6
"352050 INDAIATUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;41;39;13;6;26;30;9;165
"352100 IPERO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2
"352210 ITANHAEM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;4;4;-;12
"352220 ITAPECERICA DA SERRA";-;-;-;-;-;-;1;-;-;-;-;1;1;-;1;54;36;16;6;12;31;7;166
"352230 ITAPETININGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;6;5;1;8;7;6;36
"352240 ITAPEVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;2;1;-;-;-;9
"352250 ITAPEVI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;29;24;7;17;40;24;2;144
"352260 ITAPIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;4;1;2;2;-;-;12
"352270 ITAPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;4;6;1;14
"352280 ITAPORANGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;-;-;4
"352310 ITAQUAQUECETUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;20;10;5;13;21;7;103
"352320 ITARARE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"352340 ITATIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;4;-;-;6;2;1;16
"352360 ITIRAPINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2
"352390 ITU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;11;1;-;10;18;2;58
"352400 ITUPEVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;3
"352410 ITUVERAVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2;1;5
"352430 JABOTICABAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;4;2;11
"352440 JACAREI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;11;7;6;13;10;4;80
"352470 JAGUARIUNA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5;1;-;-;1;-;9
"352480 JALES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;1;3;1;-;9
"352500 JANDIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;1;-;5
"352520 JARINU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"352530 JAU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;14;7;3;5;13;7;59
"352590 JUNDIAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;116;89;25;18;64;66;23;402
"352640 LARANJAL PAULISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;3
"352670 LEME";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;14;5;1;11;18;2;61
"352680 LENCOIS PAULISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;2;3;7;2;19
"352690 LIMEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;43;15;9;21;22;5;144
"352710 LINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;7;2;3;3;5;-;28
"352720 LORENA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;3;2;-;7
"352730 LOUVEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;2;-;-;1;2;3;16
"352740 LUCELIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"352800 MACATUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"352850 MAIRIPORA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;6;2;11
"352880 MARACAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"352900 MARILIA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;58;57;46;38;67;56;19;345
"352930 MATAO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4;4;-;-;1;12;1;23
"352940 MAUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;31;29;11;18;25;45;7;168
"352970 MIGUELOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"353010 MIRANDOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;3;1;-;7
"353050 MOCOCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;5;3;1;8;5;3;31
"353060 MOGI DAS CRUZES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;100;112;42;52;56;85;13;462
"353070 MOGI GUACU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;8;2;8;2;9;4;42
"353080 MOGI MIRIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;7;4;3;3;6;4;29
"353110 MONGAGUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;3
"353130 MONTE ALTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;3
"353180 MONTE MOR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"353190 MORRO AGUDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"353240 NAZARE PAULISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"353340 NOVA ODESSA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;4;2;1;1;1;1;13
"353350 NOVO HORIZONTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5;2;-;-;-;-;9
"353360 NUPORANGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"353390 OLIMPIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;-;-;1;-;-;6
"353430 ORLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;7;4;1;1;5;3;24
"353440 OSASCO";-;-;1;-;-;-;-;-;-;-;-;2;-;-;1;159;92;45;35;162;195;58;750
"353460 OSVALDO CRUZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"353470 OURINHOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;7;4;3;-;4;1;1;21
"353530 PALMITAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"353540 PANORAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"353620 PARIQUERA-ACU";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;17;17;6;5;14;7;2;69
"353630 PATROCINIO PAULISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"353640 PAULICEIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"353650 PAULINIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;12;2;5;21;28;5;80
"353670 PEDERNEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;3
"353730 PENAPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;7;5;1;5;4;1;33
"353740 PEREIRA BARRETO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"353760 PERUIBE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"353780 PIEDADE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;3;6;-;-;13
"353800 PINDAMONHANGABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;4;1;-;4;16;1;36
"353870 PIRACICABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;16;19;11;9;20;28;9;113
"353930 PIRASSUNUNGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3;3;-;8
"353950 PITANGUEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;3
"353980 POA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;2;1;6
"354020 PONTAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"354060 PORTO FELIZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6;1;-;5;3;1;17
"354070 PORTO FERREIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;3;1;2;3;3;-;17
"354100 PRAIA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;14;3;2;7;5;4;43
"354130 PRESIDENTE EPITACIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"354140 PRESIDENTE PRUDENTE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;53;41;11;10;31;39;14;203
"354150 PRESIDENTE VENCESLAU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;-;-;5
"354260 REGISTRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;5
"354300 RIBEIRAO BRANCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2
"354325 RIBEIRAO GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"354330 RIBEIRAO PIRES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;45;4;1;23;28;5;157
"354340 RIBEIRAO PRETO";-;-;-;-;-;-;-;-;-;1;-;-;-;-;6;99;101;68;61;84;214;37;671
"354370 RINCAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"354390 RIO CLARO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;12;10;7;13;10;3;61
"354400 RIO DAS PEDRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"354520 SALTO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;30;24;5;7;13;1;2;83
"354530 SALTO DE PIRAPORA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;-;1;-;5
"354580 SANTA BARBARA D'OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;3;4;1;7;8;1;32
"354630 SANTA CRUZ DAS PALMEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;3
"354640 SANTA CRUZ DO RIO PARDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;4
"354660 SANTA FE DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"354680 SANTA ISABEL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;1;-;2;7
"354700 SANTA MARIA DA SERRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"354730 SANTANA DE PARNAIBA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;18;16;7;2;10;10;2;67
"354750 SANTA RITA DO PASSA QUATRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"354780 SANTO ANDRE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;230;178;62;58;201;270;38;1038
"354850 SANTOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;56;24;19;30;30;9;203
"354860 SAO BENTO DO SAPUCAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;4
"354870 SAO BERNARDO DO CAMPO";-;-;-;-;-;-;-;-;1;1;-;-;1;-;5;437;330;142;135;265;312;74;1703
"354880 SAO CAETANO DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;174;138;23;23;58;161;26;603
"354890 SAO CARLOS";-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;24;25;18;4;11;15;3;104
"354910 SAO JOAO DA BOA VISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4;3;2;6;9;-;28
"354940 SAO JOAQUIM DA BARRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;13;2;2;2;3;-;27
"354950 SAO JOSE DA BELA VISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"354970 SAO JOSE DO RIO PARDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;5
"354980 SAO JOSE DO RIO PRETO";-;-;-;-;-;-;-;-;-;-;-;-;1;-;7;223;251;109;137;193;261;85;1267
"354990 SAO JOSE DOS CAMPOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;173;123;41;47;94;126;31;637
"355020 SAO MIGUEL ARCANJO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;3
"355030 SAO PAULO";1;1;-;-;-;1;-;1;-;-;1;1;-;2;65;3435;2700;880;832;2023;2648;633;13224
"355040 SAO PEDRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"355060 SAO ROQUE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;2;-;7
"355070 SAO SEBASTIAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;7;2;-;7;4;1;31
"355080 SAO SEBASTIAO DA GRAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"355100 SAO VICENTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;17;12;-;1;4;3;3;41
"355150 SERRANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"355160 SERRA NEGRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
"355170 SERTAOZINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;4;2;-;6;7;1;33
"355190 SEVERINIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"355210 SOCORRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"355220 SOROCABA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;6;258;294;162;135;111;135;22;1124
"355240 SUMARE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;30;12;5;13;20;3;100
"355250 SUZANO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;1;3;13;10;2;35
"355280 TABOAO DA SERRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;15;18;7;16;13;12;2;85
"355290 TACIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"355370 TAQUARITINGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;3
"355380 TAQUARITUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"355400 TATUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;13;9;5;7;16;1;64
"355410 TAUBATE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;65;25;19;18;30;33;5;196
"355450 TIETE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"355500 TUPA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;6;1;1;-;1;-;12
"355510 TUPI PAULISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"355540 UBATUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;3;2;4;2;1;2;19
"355620 VALINHOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;9;7;4;3;6;14;-;44
"355630 VALPARAISO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;3
"355640 VARGEM GRANDE DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4;-;-;5
"355645 VARGEM GRANDE PAULISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;3
"355650 VARZEA PAULISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
